IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;Latitude;Longitude;q_1;q_2;q_3;q_4;q_5;q_6_1;q_6_2;q_7_1;q_7_2;q_7_3;q_7_4;q_7_5;q_7_6;q_8;q_9_1;q_9_2;q_9_3;q_9_4;q_9_5;q_9_6;q_9_7;q_9_8;q_9_9;q_9_10;q_9_11;q_9_12;q_9_13;q_9_14;q_9_99;q_9_99_1;q_10_1;q_10_2;q_10_3;q_10_4;q_10_5;q_10_6;q_10_7;q_10_8;q_10_99;q_10_99_1;q_11_1;q_11_2;q_11_3;q_11_4;q_11_5;q_11_6;q_11_7;q_11_8;q_11_9;q_11_99;q_11_99_1;q_12;q_13;q_14_1;q_14_2;q_14_3;q_14_4;q_14_5;q_14_6;q_14_7;q_14_8;q_14_9;q_14_0;q_15;q_16_1;q_16_2;q_16_3;q_16_4;q_16_5;q_16_6;q_16_7;q_16_8;q_16_9;q_16_10;q_16_0;q_17;q_18_1;q_18_2;q_18_3;q_18_4;q_18_99;q_18_0;q_18_99_1;q_19_1;q_19_2;q_19_3;q_19_4;q_19_0;q_19_4_1;q_20_0;q_20_1;q_20_2;q_20_3;q_20_4;q_20_5;q_20_6;q_20_99;q_20_99_1;q_21_0;q_21_1;q_21_2;q_21_3;q_21_4;q_21_5;q_21_6;q_21_7;q_22;q_23;q_24;q_25;q_26_2;q_26_1;q_26_3;q_26_4;q_26_5;q_26_6;q_26_7;q_26_8;q_26_9;q_26_10;q_26_11;q_26_99;q_26_99_1;q_27_1;q_27_2;q_27_3;q_27_4;q_27_5;q_27_6;q_27_7;q_27_8;q_27_99;q_27_99_1;q_28_1;q_28_2;q_28_3;q_28_4;q_28_5;q_28_6;q_28_7;q_28_8;q_28_9;q_28_10;q_28_11;q_28_12;q_28_13;q_28_14;q_28_99;q_28_0;q_28_99_1;q_29;q_29_1;q_30;q_32;Q_completo;d_6;d_13_sala_excl_categoria;d22_cap_atend_cat;d_29_1;d_31_9bin1_sum;d_31_9bin2_sum;d_31_9bin3_sum;d_31_10bin1_sum;d_31_10bin2_sum;d_31_10bin3_sum;d_31_10bin4_sum;d_31_10bin5_sum;d_31_11bin1_sum;d_31_11bin2_sum;d_31_11bin3_sum;d_31_11bin4_sum;nu_trabalhadores
350650;3506508;35;3;Birigui;108728;105487;3241;4;530,031;3506503404370;CENTRO DE CONVIVÊNCIA - ARTE DE CRESCER - NÚCLEO PORTAL DA PÉROLA II;32;JOSÉ ANTONIO CAPEL SANCHES;1134; ;PORTAL DA PÉROLA II;16201421;BIRIGUI;SP;pacportal2@birigui.sp.gov.br;(18) 36431318; ; ;04/04/2014;-2.124.613.233.995.750;-5.032.105.207.443.230;2;1; ; ;1;5;11;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;2;1;1;0;1;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;90;3;5;4;1;1;1;1;1;1;1;1;0;0;0;0; ;1;1;1;1;1;0;1;1;0; ;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0; ;1;2;1;2;0;3;2;9;1;3;1;4;0;0;0;0;0;7;0;0;1;8
350650;3506508;35;3;Birigui;108728;105487;3241;4;530,031;3506503407913;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE PROMOÇÃO E ASSISTÊNCIA COMUNITÁRIA - APAC;3;VITÓRIA RÉGIA;4167; ;QUEMIL;16202065;BIRIGUI;SP;apac.birgiui@gmail.com;(18) 36420225; ; ;02/01/2013;-21.279.147.391.489.200;-5.031.683.564.186.090;2;0;02.460.912/0001-71;1;1;5;9;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;3;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;60;5;5;3;1;1;1;0;1;0;1;1;0;1;0;0; ;1;0;1;0;0;1;0;1;0; ;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0; ;1;1;1;2;0;2;2;6;1;0;3;5;0;2;0;1;1;0;0;0;8;8
350660;3506607;35;3;Biritiba-Mirim;28575;24525;4050;2;317,406;3506603401360;CENTRO DE CONVIVÊNCIA LAR SANTO ANTONIO DE EDUCAÇÃO E ASSISTÊNCIA SOCIAL;12;ESTRADA VELHA DE MOGI DAS CRUZES;4;KM 04;BAIRRO SERTAOZINHO;8940000;BIRITIBA-MIRIM;SP;adm_larsantonio@hotmail.com;(11) 46924841; ; ;01/01/2014;-23.597.851.757.146.800;-4.608.123.064.041.130;2;0;60.833.803/0003-10;1;2;4;8;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;150;5;5;4;1;1;1;1;1;1;1;1;0;0;0;0; ;1;1;1;0;1;1;0;1;0; ;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0; ;0; ;1;2;0;1;2;11; ;3;5;2;1;0;0;0;0;0;0;0;10;10
350660;3506607;35;3;Biritiba-Mirim;28575;24525;4050;2;317,406;3506603404371;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO PRESBITERIANA DA GRAÇA;32;AV JAIR LEME;201; ;JARDIM YONEDA;8940000;BIRITIBA-MIRIM;SP;apgbiritiba@hotmail.com;(11) 46922817; ; ;01/01/2014;-23.567.529.852.425.800;-4.604.003.459.215.160;2;0;03.234.702/0004-70;1;1;5;8;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;1;0;0;1;0;0; ;0;2;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;2;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;150;4;5;4;1;1;1;1;1;1;1;1;1;0;1;0; ;1;1;1;0;0;0;1;0;0; ;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0; ;0; ;1;2;0;2;2;11; ;0;4;5;3;1;0;0;1;0;0;0;9;9
350660;3506607;35;3;Biritiba-Mirim;28575;24525;4050;2;317,406;3506603404372;CENTRO DE CONVIVÊNCIA INSTITUTO REVIVER DE BIRITIBA MIRIM;32;Rua Vereador João Suharo Makiyama;450; ;Jardim Alvorada A;8940000;BIRITIBA-MIRIM;SP;ireviverbm@gmail.com;(11) 46924539; ; ;27/10/2001;-23.572.768.778.458.500;-4.604.641.556.739.800;2;0;04.954.880/0001-96;1;1;5;8;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;0;0;0;0;1;1;viva leite; ; ; ; ; ; ; ; ; ; ; ;0;4;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;1;1;1;0;4;1;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;1;0;1;nipônicos;0;0;0;0;1;0;0;1;90;5;4;3;1;1;1;1;1;1;1;1;0;0;0;1;palestras e encontros;1;1;1;0;1;0;1;1;0; ;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0; ;1;4;2;2;0;2;3;9;1;2;6;3;0;1;0;0;1;0;0;0;11;11
350660;3506607;35;3;Biritiba-Mirim;28575;24525;4050;2;317,406;3506603412694;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BIRITIBA MIRIM;32;DURVAL MONTEIRO DE GODOI;200; ;JARDIM ALVORADA;8794000;BIRITIBA-MIRIM;SP;apae_bm@hotmail.com;(11) 46924125; ; ;07/01/2007;-23.573;-46.039;2;0;08.663.522/0001-85;1;1;5;6;1;1;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0;0; ;0;3;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;2;1;0;0;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;1;0;1;1;0;40;6;4;3;1;1;1;1;0;0;0;0;1;1;0;0; ;1;1;0;0;0;0;0;1;0; ;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0; ;1;2;0;1;2;4; ;1;3;3;1;0;0;0;1;0;0;0;7;7
350680;3506805;35;3;Bocaina;10859;10006;853;1;363,926;3506803411892;CENTRO DE CONVIVÊNCIA;32;Juca Livino;109; ;José Tonon;17240000;BOCAINA;SP;espacoamigo@bocaina.sp.gov.br;(14) 36661680; ; ;20/03/2017;-22.145.515.301.367.800;-48.533.627.986.907.900;2;1; ; ;1;5;8;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;1;0;0;0; ;0;2;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;0;0; ;0;1;1;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;180;6;5;4;1;0;1;1;0;1;1;0;0;0;1;0; ;1;0;1;1;0;0;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Fortalecimento do Suas e do trabalho em rede;0; ;1;2;0;2;2;12; ;2;3;3;3;0;0;0;0;0;0;0;8;8
350690;3506904;35;3;Bofete;9618;6132;3486;1;653,541;3506903404373;CENTRO DE CONVIVÊNCIA DO IDOSO;32;JOSUÉ DE ARRUDA;S/N;casa;Vila Nova;18590000;BOFETE;SP;katiabofete@hotmail.com;(14) 38831500;0;(14) 38839300;29/12/2010;-23.103.950.811.742.500;-4.826.452.732.086.180;2;1; ; ;1;5;8;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;1;1;1;0;0;1;0;0;1; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;1;0;0;0;0;0;1;0;0;6;5;3;1;0;1;1;0;0;0;0;0;0;0;0; ;1;0;0;0;0;0;0;1;0; ;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0; ;0; ;3;2;0;2;1;0; ;0;1;0;0;0;0;0;0;0;0;1;0;1
350700;3507001;35;3;Boituva;48314;45448;2866;2;248,954;3507003407464;CENTRO DE CONVIVÊNCIA FUNDAÇÃO CRESCER CRIANÇA - FCC;35;Travessa Nüssli;150; ;Vila Ferriello;18550000;BOITUVA;SP;fcc@crescercrianca.org.br;(15) 32633731; ; ;23/08/2004;-23.279.235.638.471.000;-4.767.002.105.712.890;2;0;06.958.188/0001-61;1;1;5;8;1;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;4;1;1;1;1;1;1;1;1;1;0;1; ; ; ; ; ; ; ; ; ; ;1;4;0;0;0;0;1;0;Encaminhamentos e Diagnóstico da Rede de Proteção;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;400;3;5;3;1;1;1;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;0; ;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0; ;0; ;2;2;0;2;3;13; ;0;4;8;3;1;0;0;1;0;0;0;12;12
350700;3507001;35;3;Boituva;48314;45448;2866;2;248,954;3507003408524;CENTRO DE CONVIVÊNCIA NÚCLEO DA TERCEIRA IDADE-NUTI;32;Antonio Franco Filho;210; ;Residencial Primo;18550000;BOITUVA;SP;nutiboituva@yahoo.com.br;(15) 32635382; ; ;08/06/1999;-232.794.737;-4.767.502.569.999.990;2;0;03.667.773/0001-14;1;1;5;9;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ;0;0;0;0;0;0;1;1;0;0; ;0;1;1;1;1;1;1;0;1;1;0;0;1; ; ; ; ; ; ; ; ; ; ;1;4;0;0;0;0;1;0;Através da saúde; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;850;6;4;3;1;1;1;1;1;1;0;0;0;0;0;0; ;1;1;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Trabalho Social com Famílias;0; ;0;2;0;2;1;13; ;4;2;10;1;1;0;0;0;0;0;0;16;16
350700;3507001;35;3;Boituva;48314;45448;2866;2;248,954;3507003408549;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BOITUVA-APAE;32;Mario Grosso;388; ;Jardim Oreana;18550000;BOITUVA;SP;apaeasocialboituva@gmail.com;(15) 32632300; ; ;02/01/2013;-232.876.597;-47.669.885.499.999.900;2;0;50.819.234/0001-33;1;1;5;8;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;0; ;0;0;0;0;0;1;0;1;0;0; ;0;3;1;1;1;1;1;1;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1;4;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;1;0;1;0;0;92;6;5;4;1;1;1;1;0;1;1;1;0;0;1;0; ;0;1;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;0;2;0;2;2;10; ;2;4;5;0;1;0;0;1;0;0;0;11;11
350700;3507001;35;3;Boituva;48314;45448;2866;2;248,954;3507003408707;CENTRO DE CONVIVÊNCIA INSTITUTO AÇÃO CIDADÃO;32;Roberto Toqueton;100; ;Jardim São Paulo;18550000;BOITUVA;SP;institutoacaocidadao@hotmail.com;(15) 33634061; ; ;01/03/2015;-2.327.937.361.397.110;-47.686.972.618.103.000;2;0;05.429.595/0001-19;1;1;5;8;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0;0;0;1;1;0;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;0;5;1;1;1;1;1;1;0;1;1;0;1; ; ; ; ; ; ; ; ; ; ;1;4;0;1;0;0;1;0;Encaminhamentos da Rede Socioassistencial;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;1;1;1;0;0;275;5;5;3;1;0;1;0;1;1;0;0;0;1;1;0; ;1;1;0;1;0;0;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0; ;0;2;0;2;3;13; ;3;4;7;0;1;0;0;0;0;0;0;14;14
350710;3507100;35;3;Bom Jesus dos Perdões;19708;17376;2332;1;108,366;3507103404429;CENTRO DE CONVIVÊNCIA CASULO;32;Joaquim Rodrigues dos Santos;659; ;Centro;12955000;BOM JESUS DOS PERDOES;SP;casulosede@hotmail.com;(11) 40127807; ; ;02/04/2000;-2.313.517.055.740.410;-46.464.786.529.541.000;2;0;04.456.594/0001-09;1;1;5;9;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;4;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;1;0;2;1;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;92;2;5;4;0;1;1;1;1;0;1;1;0;0;1;0; ;1;0;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;1;3;0;2;3;10; ;1;1;3;1;0;0;0;2;0;0;0;5;5
350720;3507209;35;3;Borá;805;627;178;1;118,951;3507203410924;CENTRO DE CONVIVÊNCIA;32;Primeiro de janeiro;171; ;centro;19740000;BORA;SP;departamentoassistdebora@hotmail.com;(18) 33671178; ; ;09/12/2012;-222.704.647;-505.443.741;2;1; ; ;1;5;8;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;0;1;1;0;1;0;0; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;1;70;6;5;4;1;1;1;1;0;1;1;1;0;0;1;0; ;1;1;1;1;1;0;0;1;0; ;1;0;0;0;1;0;1;1;1;0;1;1;0;1;0;0; ;0; ;0;1;0;2;1;7; ;0;0;0;0;0;0;0;0;0;0;0;0;0
350730;3507308;35;3;Boracéia;4268;3827;441;1;122,11;3507303412822;CENTRO DE CONVIVÊNCIA OSVALDO SCIPIONE;32;Aparecido Durvalino Sipione;340; ;Jd Paraiso;17270000;BORACEIA;SP;assistenciasocial@boraceia.sp.gov.br;(14) 32952009; ; ;08/03/2015;-22.196.484.743.737.500;-4.878.401.756.286.620;2;1; ; ;1;5;8;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;1;1;0;0; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;2;1;1;1;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;1;50;5;5;4;1;1;1;1;0;1;1;1;0;0;1;0; ;1;1;1;1;0;0;1;1;0; ;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0; ;0; ;2;1;0;2;1;5; ;1;1;1;0;0;0;0;1;0;0;0;3;3
350745;3507456;35;3;Borebi;2293;2000;293;1;347,989;3507453400629;CENTRO DE CONVIVÊNCIA SCFV DE 6 A 15 ANOS ''PROJETO ESPAÇO AMIGO;32;Coronel Leite;1; ;Centro;18675000;BOREBI;SP;borebiassistenciasocial@hotmail.com;(14) 32671249; ; ;01/01/2013;-225.681.257;-48.969.222.599.999.900;2;1; ; ;1;5;4;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ;0;1;0;0;0;0;0;0;0;0; ;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;30;3;5;3;1;1;1;1;0;0;0;1;0;0;0;0; ;1;0;0;0;0;1;0;1;0; ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;1;2;1;1;0;0;1;3;1;0;0;5;0;1;0;0;1;0;0;0;5;5
350745;3507456;35;3;Borebi;2293;2000;293;1;347,989;3507453404430;CENTRO DE CONVIVÊNCIA SCFV DE 12 A 15 ANOS - PAF;32;MARIO DE SOUZA;1;S/Nº;Centro;18675000;BOREBI;SP;borebiassistenciasocial@hotmail.com;(14) 32671249; ; ;01/01/2013;-2.257.284.385.040.640;-4.897.052.764.892.570;2;1; ; ;1;2;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Secretaria de Esportes;0;0;0;1;0;0;0;0;0; ;0;1;0;0;0;0;0;0;0;0; ;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;30;3;4;3;1;0;1;0;0;0;0;1;0;0;0;0; ;1;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;1;2;3;1;0;0;1;3;1;0;0;4;0;1;0;0;1;0;0;0;4;4
350745;3507456;35;3;Borebi;2293;2000;293;1;347,989;3507453407838;CENTRO DE CONVIVÊNCIA - PROJETO STREET UNION;32;Doze de Outubro;429; ;CENTRO;18675000;BOREBI;SP;borebiassistenciasocial@hotmail.com;(14) 32671249; ; ;01/01/2014;-22.570.585.053.196.500;-4.897.112.846.374.510;2;1; ; ;1;3;2;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;30;3;4;3;0;0;1;0;0;0;0;0;0;0;0;0; ;1;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;1;2;3;1;0;0;1;3;1;0;0;4;0;1;0;0;1;0;0;0;4;4
350745;3507456;35;3;Borebi;2293;2000;293;1;347,989;3507453407854;CENTRO DE CONVIVÊNCIA - PROJETO CASA DO ARTESANATO;3;TIRADENTES;628; ;CENTRO;18675000;BOREBI;SP;borebiassistenciasocial@hotmail.com;(14) 32671249; ; ;01/01/2013;-2.256.931.694.029.400;-4.897.151.470.184.320;2;1; ; ;1;3;8;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;1;0;0;1;0;30;3;3;2;0;0;1;1;0;0;0;0;0;0;0;0; ;1;1;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;1;2;3;1;0;0;1;3;1;0;0;4;0;1;0;0;1;0;0;0;4;4
350745;3507456;35;3;Borebi;2293;2000;293;1;347,989;3507453407855;CENTRO DE CONVIVÊNCIA - PROJETO BEM VIVER MISTO;32;Sete de Setembro;25;CCI - CENTRO DE CONVIVÊNCIA DO IDOSO;CENTRO;18675000;BOREBI;SP;borebiassistenciasocial@hotmail.com;(14) 32671249; ; ;01/01/2013;-2.256.563.142.095.590;-48.969.111.442.565.900;2;1; ; ;1;5;2;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;1;1;0;0;0;21;4;5;3;1;1;1;1;0;0;0;1;0;0;0;0; ;1;1;0;1;1;0;0;0;0; ;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0; ;1;2;3;1;0;0;1;3;1;0;0;4;0;1;0;0;1;0;0;0;4;4
350745;3507456;35;3;Borebi;2293;2000;293;1;347,989;3507453407856;CENTRO DE CONVIVÊNCIA - PROJETO BEM VIVER;32;Sete de Setembro;25;CCI - CENTRO DE CONVIVÊNCIA DO IDOSO;CENTRO;18675000;BOREBI;SP;borebiassistenciasocial@hotmail.com;(14) 32671249; ; ;01/01/2013;-2.256.563.142.095.590;-4.896.878.957.748.410;2;1; ; ;1;5;3;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ;0;1;0;0;0;0;0;0;0;0; ;0;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;30;6;5;3;1;1;1;1;0;0;0;1;0;0;0;0; ;1;1;0;1;1;0;0;0;0; ;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0; ;1;2;3;1;0;0;1;3;1;0;0;4;0;1;0;0;1;0;0;0;4;4
350745;3507456;35;3;Borebi;2293;2000;293;1;347,989;3507453412162;CENTRO DE CONVIVÊNCIA - JOVEM AGRICULTOR DO FUTURO;32;CORONEL LEITE;1; ;CENTRO;18675000;BOREBI;SP;borebiassistenciasocial@hotmail.com;(14) 32671249; ; ;01/03/2017;-22.569.534.898.029.300;-4.897.233.009.338.370;2;1; ; ;1;5;4;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0;0; ;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;2;1;0;1;0;0;0; ;0;1;1;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;30;3;5;4;0;0;1;0;1;0;1;1;0;1;0;0; ;1;1;1;1;0;1;1;1;0; ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;1;2;3;1;0;0;1;3;1;0;1;3;0;1;0;0;1;0;0;0;4;4
350750;3507506;35;3;Botucatu;127328;122678;4650;4;1482,642;3507503400406;CENTRO DE CONVIVÊNCIA NÚCLEO DE TRANSFORMAÇÃO SOCIAL-NUTRAS;3;NICOLA ZAPONI;827; ;JARDIM SANTA ELISA;18606120;BOTUCATU;SP;nutras.btu@hotmail.com;(14) 38131180; ; ;07/05/2005;-229.162.623;-4.847.258.679.999.990;2;0;07.502.525/0001-74;1;1;5;8;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;0;1;1;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ; ; ;1; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;70;6;5;4;1;1;1;0;0;0;1;1;1;0;0;0; ;1;0;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;1;2;0;2;1;7; ;2;1;2;2;0;0;0;0;0;0;0;5;5
