IBGE;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;Latitude;Longitude;q1;q2;q3_1;q3_2;q4;q5_1;q5_2;q5_3;q5_4;q5_5;q5_6;q6;q7_1;q7_2;q7_3;q7_4;q7_5;q7_6;q7_7;q7_8;q7_9;q7_10;q7_11;q7_12;q7_13;q7_14;q7_15;q7_16;q7_17;q7_99;q7_99_1;q8_0;q8_1;q8_2;q8_3;q8_4;q8_5;q8_6;q8_7;q8_8;q8_9;q8_99;q8_99_1;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q9_7;q9_8;q9_9;q9_10;q9_99;q9_99_1;q10;q11;q12_1;q12_2;q12_3;q12_4;q12_5;q12_6;q12_7;q12_8;q12_99;q12_0;q12_99_1;q13;q14;q15_1;q15_2;q15_3;q15_4;q15_5;q15_6;q15_7;q15_8;q15_9;q15_10;q15_99;q15_0;q15_99_1;q16;q17_1;q17_2;q17_3;q17_4;q17_5;q17_99;q17_0;q17_99_1;q18_1;q18_2;q18_3;q18_99;q18_0;q18_99_1;q19_0;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;q19_14;q19_15;q19_99;q19_99_1;q20_0;q20_97;q20_1;q20_2;q20_3;q20_4;q20_5;q20_6;q20_7;q21;q22;q23;q24;q25_1;q25_2;q25_3;q25_4;q25_5;q25_6;q25_7;q25_8;q25_9;q25_10;q25_11;q25_99;q25_99_1;q26_1;q26_2;q26_3;q26_4;q26_5;q26_6;q26_7;q26_8;q26_9;q26_10;q26_11;q26_12;q26_99;q26_99_1;q27;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_5;q30_6;q30_7;q30_8;q30_99;q30_99_1;q31_1;q31_2;q31_3;q31_4;q31_5;q31_6;q31_7;q31_8;q31_99;q31_0;q31_99_1;q32;q33_1;q33_2;q33_3;q33_4;q33_99;q33_99_1;q34_1;q34_2;q34_3;q34_4;q34_5;q34_6;q34_7;q34_8;q34_9;q34_10;q34_99;q34_0;q34_99_1;q35;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q7_1_velha;q7_2_velha;q7_3_velha;q7_4_velha;q7_5_velha;q7_6_velha;q7_7_velha;q7_8_velha;q7_9_velha;q7_10_velha;q7_11_velha;q7_12_velha;q7_13_velha;q7_14_velha;q7_15_velha;q7_16_velha;q7_17_velha;q7_99_velha;q8_0_velha;q8_1_velha;q8_2_velha;q8_3_velha;q8_4_velha;q8_5_velha;q8_6_velha;q8_7_velha;q8_8_velha;q8_9_velha;q8_99_velha;q9_1_velha;q9_2_velha;q9_3_velha;q9_4_velha;q9_5_velha;q9_6_velha;q9_7_velha;q9_8_velha;q9_9_velha;q9_10_velha;q9_99_velha;q12_1_velha;q12_2_velha;q12_3_velha;q12_4_velha;q12_5_velha;q12_6_velha;q12_7_velha;q12_8_velha;q12_99_velha;q12_0_velha;q14_velha;q15_1_velha;q15_2_velha;q15_3_velha;q15_4_velha;q15_5_velha;q15_6_velha;q15_7_velha;q15_8_velha;q15_9_velha;q15_10_velha;q15_99_velha;q15_0_velha;q16_velha;q17_1_velha;q17_2_velha;q17_3_velha;q17_4_velha;q17_5_velha;q17_99_velha;q17_0_velha;q18_1_velha;q18_2_velha;q18_3_velha;q18_99_velha;q18_0_velha;q19_0_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q19_11_velha;q19_12_velha;q19_13_velha;q19_14_velha;q19_15_velha;q19_99_velha;q20_0_velha;q20_1_velha;q20_2_velha;q20_3_velha;q20_4_velha;q20_5_velha;q20_6_velha;q20_7_velha;q20_97_velha;q29_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_5_velha;q30_6_velha;q30_7_velha;q30_8_velha;q30_99_velha;q31_1_velha;q31_2_velha;q31_3_velha;q31_4_velha;q31_5_velha;q31_6_velha;q31_7_velha;q31_8_velha;q31_99_velha;q31_0_velha;q33_1_velha;q33_2_velha;q33_3_velha;q33_4_velha;q33_99_velha;q34_1_velha;q34_2_velha;q34_3_velha;q34_4_velha;q34_5_velha;q34_6_velha;q34_7_velha;q34_8_velha;q34_9_velha;q34_10_velha;q34_99_velha;q34_0_velha;d_3;d11_sala_excl_categoria;d21_cap_atend_cat;filter_$;d36_9bin1_sum;d36_9bin2_sum;d36_9bin3_sum;d36_10bin1_sum;d36_10bin2_sum;d36_10bin3_sum;d36_10bin4_sum;d36_10bin5_sum;d36_11bin1_sum;d36_11bin2_sum;d36_11bin3_sum;d36_11bin4_sum;nu_trabalhadores
355030;3550303408542;CENTRO DE CONVIVÊNCIA CEDESP LIGA SOLIDARIA;3;ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;5985; ;JARDIM EDUCANDARIO;5564200;SAO PAULO;SP;gestaodeparcerias@ligasolidaria.org.br;(11) 36702911;1024; ;28/10/2014;-23.589.848.536.445.500;-4.676.952.838.897.700;2;1;5;14;1;0;0;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;1;1;1;1;0;0; ;1;4;1;1;0;1;0;1;1;1;0;0;0;0; ;3;0;0;1;0;0;0;0; ;1;1;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;Pessoas com deficiência;0;0;0;0;0;1;1;0;1;220;2;5;4;1;0;0;0;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;0;0;1;1;0; ;1;60.597.044/0008-49;1;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;0;0;1;0;0; ;1;0;1;1;1;0; ;1;0;1;0;0;0;0;1;0;0;1;0;Saúde Mental, mundo do trabalho, saúde do trabalhador;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;4;1;1;0;1;0;1;1;1;0;0;0;0;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;3;1;13;1;2;4;14;2; ; ; ;1; ;3; ;17;20
355030;3550303408593;CENTRO DE CONVIVÊNCIA CJ REVIRAÇÃO GAIA;32;Professor Guilherme Belfort Sabino;715; ;Vila Campininha;4678001;SAO PAULO;SP;gaiagaia@terra.com.br;(11) 34731690; ; ;12/09/2003;-236.683.318;-466.807.371;2;1;5;9;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;1;0;0;0;0;1;1;1;1;1;0;0; ;4;1;0;1;1;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ;0;0;1;0;0;1;1;0;1;60;6;5;4;1;1;1;1;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;0;1;1;1;0; ;1;07.040.234/0001-01;1;1;0;0;1;0;0;1;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;1;0;1;1;0; ;0;0;0;1;0;0;0;0;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;1;0;0;0;0;1;1;1;1;1;0;0;4;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;6;1;2;1;4;1;1; ; ; ; ; ; ;7;7
355030;3550303408594;CENTRO DE CONVIVÊNCIA CEDESP SAFRATER;32;DAS GUASSATUNGAS;222; ;Americanopolis;4330010;SAO PAULO;SP;cedesp@safrater.org.br;(11) 50111950; ; ;06/07/2015;-23.654.871.755.081.200;-4.664.494.991.317.040;2;1;5;8;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ;0;0;0;0;0;0;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;1;1;1;1;1;0;Formação Profissional com os trabalhadores do serviço;1;4;1;0;0;0;0;1;1;1;1;1;0;0; ;3;1;1;1;0;1;1;0;CAPS;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;Usuários dos SAICA's;0;0;0;0;0;1;0;0;0;120;3;5;4;0;0;0;0;1;1;0;1;0;1;1;0; ;1;1;1;1;1;1;1;1;0;0;1;1;0; ;1;43.897.560/0001-01;1;1;0;0;1;0;0;1;0;1;PJA (Serviços);1;1;1;1;1;0;1;1;0;0; ;3;0;0;1;1;0; ;0;1;0;0;0;0;0;0;0;0;1;0;Direitos LGBTQI+, Prevenção ao suícidio, Planejamento de atividades socioeducativas, saúde emocional, Pedagogia da Cooperação;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;4;1;0;0;0;0;1;1;1;1;1;0;0;3;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;2;1;11;1;1;3;9;1;1; ; ; ; ; ; ;13;13
355030;3550303408615;CENTRO DE CONVIVÊNCIA NCI GAIA;32;Professor Guilherme Belfort Sabino;715; ;Campo Grande;4678001;SAO PAULO;SP;nci@grupogaia.org.br;(11) 56321748; ; ;12/09/2003;-236.720.689;-46.680.673.100.000.000;2;1;5;8;3;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;1;1;1;1;1;1;1;1;1;0;atividades físicas cognitivas de convivência lazer;1;4;1;1;0;0;0;1;1;1;1;1;1;0;compartilha informações e orientações;2;1;1;1;0;1;1;0;rede e equipe de serviços;1;0;0;1;0;equipes parceiras e contratadas;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0; ;0;0;0;0;1;0;0;1;1;200;6;4;2;1;1;1;1;1;1;0;1;0;0;1;1;cognitivas, convivência e lazer;1;1;1;1;1;1;0;0;0;1;0;1;1;envelhecimento saudavel, questões psicológicas relativas ao envelhecimento;1;07.040.234/0001-01;1;1;0;0;1;0;0;1;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;0;1;1;1;0; ;1;0;1;0;0;1;0;0;0;1;1;0;demência;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;4;1;1;0;0;0;1;1;1;1;1;1;0;2;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;0;1;1;0;2;2;12;1; ;3;3; ;2; ; ;1; ;2; ;4;6
355030;3550303408618;CENTRO DE CONVIVÊNCIA CEDESP ELZA MARTINS ROVAI;32;GENERAL NESTOR PASSOS;406; ;CHACARA DO ENCOSTO;2417140;SAO PAULO;SP;CEDESPEMROVAI@CORFAMILIA.ORG.BR;(11) 29815790; ; ;20/07/2015;-2.347.712.244.057.860;-4.662.771.463.394.160;2;1;5;12;2;0;0;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;0;1;1;0;1;0;1;1;0;0; ;1;2;1;1;0;0;1;1;1;1;1;1;0;0; ;2;1;0;0;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0;120;2;5;3;0;0;0;0;1;0;0;0;0;1;0;0; ;0;0;0;0;0;0;1;1;0;0;1;0;0; ;1;43.633.288/0001-44;1;1;0;0;0;0;0;0;0;0; ;1;1;1;0;1;1;1;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;2;1;1;0;0;1;1;1;1;1;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;1;3;2;11;1;2;2;9;1; ; ;1;2; ; ; ;13;13
355030;3550303408626;CENTRO DE CONVIVÊNCIA CEDESP CASA JOSÉ COLTRO;3;Carlos Lacerda;3094; ;Jardim Rosana;5789001;SAO PAULO;SP;cedespgerente@casajosecoltro.org.br;(11) 58258118;24; ;16/08/1988;-23.657.934.042.083.000;-46.775.689.423.084.200;2;1;5;8;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CCA;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;1;1;1;0;1;1;0;0; ;1;4;0;0;0;0;1;1;1;1;1;1;0;0; ;2;1;1;1;0;1;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;INSS Reabilitação Profissional;0;0;0;0;0;0;1;0;1;120;2;5;4;0;0;1;0;1;1;0;0;0;1;1;0; ;1;0;0;1;0;0;1;1;0;0;1;1;0; ;1;59.483.099/0001-72;1;1;0;0;1;0;0;1;0;0; ;0;1;1;0;1;0;1;1;0;0; ;3;0;0;0;1;0; ;1;0;1;1;1;0;0;0;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;4;0;0;0;0;1;1;1;1;1;1;0;0;2;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;2;2;11;1;2;2;7;1; ; ; ;1; ; ; ;11;11
355030;3550303408635;CENTRO DE CONVIVÊNCIA  CEDESP VILA PEDREIRA;32;Fausto Guedes teixeira;127; ;Parque savoy City;3584180;SAO PAULO;SP;sandra.piciero@gmail.com;(11) 27439287; ; ;28/10/2014;-2.356.146.954.827.810;-46.481.491.327.285.700;2;1;5;8;3;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;CCA;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;1;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;0;0;1;1;0;1;1;1;1;1;0;0; ;2;1;1;1;1;1;0;0; ;1;1;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ;0;0;0;0;0;1;1;0;0;120;2;5;4;1;0;1;1;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;FIC;1;59.829.622/0001-70;1;1;0;0;0;0;0;1;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;1;0;0;1;0; ;1;0;0;1;0;0;1;0;0;1;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;4;0;0;1;1;0;1;1;1;1;1;0;0;2;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;2;2;11;1;3;2;5;4; ; ; ; ; ; ; ;10;10
355030;3550303408679;CENTRO DE CONVIVÊNCIA CCA IRMÃ DERLY FABRES;32;São Paulo;269; ;Liberdade;1513000;SAO PAULO;SP;cca.mariacarmelisp@gmail.com;(11) 33996256; ; ;02/02/2015;-235.568.082;-466.303.125;2;1;5;8;1;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;0;1;0;0;0;1;1;0;1;1;0;0; ;3;0;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0; ;0;0;1;1;0;0;1;0;1;120;6;5;4;0;0;1;0;1;1;0;1;0;1;0;0; ;1;1;1;1;1;1;1;1;1;0;1;1;0; ;1;06.272.037/0001-55;1;1;0;1;1;0;0;0;0;0; ;1;1;1;1;1;0;1;1;0;0; ;3;0;0;1;1;0; ;0;1;1;0;0;0;0;0;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;0;1;0;0;0;1;1;0;1;1;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;2;11;1;1;2;5;4; ; ; ; ; ; ; ;8;8
355030;3550303408682;CENTRO DE CONVIVÊNCIA CJ MUNDO NOVO;32;VIAZA;50; ;Jardim Aeroporto;4633050;SAO PAULO;SP;cjmundonovo@hotmail.com;(11) 55314042;28; ;01/03/1957;-2.363.381.106.064.240;-4.666.515.827.178.950;2;1;5;8;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;1;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;1;0;0;0;0;1;1;1;1;1;0;0; ;2;1;1;1;1;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;60;5;5;4;1;1;1;0;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;0;1;1;1;0; ;1;61.863.825/0003-96;1;1;0;0;1;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0;0; ;1;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;0;Histórias das pandemias, entendendo ansiedade e estresse,resolução de conflitos, saúde financeira: enfrentando desafios;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;4;1;0;0;0;0;1;1;1;1;1;0;0;2;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;6;1;1;3;3; ; ; ; ; ; ; ; ;7;7
355030;3550303408694;CENTRO DE CONVIVÊNCIA CJ SANTA MARCELINA;32;RIO DO OESTE;110; ;ITAQUERA;8290560;SAO PAULO;SP;cjsantamarcelina@enyvieira.com.br;(11) 20706259; ; ;01/11/2008;-23.552.667.472.841.900;-4.645.991.027.355.190;2;1;5;8;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CCA SANTA MARCELINA;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;0;1;1;1;1;0;0; ;1;4;1;1;1;1;1;1;1;1;1;1;0;0; ;2;1;0;0;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;60;5;5;4;1;0;1;0;1;1;0;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;0;0; ;1;15.308.663/0001-45;1;1;0;0;0;0;0;0;0;0; ;0;1;1;1;1;1;1;1;0;0; ;3;1;0;1;1;0; ;1;0;1;0;0;0;1;0;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;4;1;1;1;1;1;1;1;1;1;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;2;1;6;1; ;3;3;3; ; ; ; ; ; ; ;6;6
355030;3550303408705;CENTRO DE CONVIVÊNCIA CCA COMUNIDADE INFANTIL AGLAEZINHA;32;AGLAE REIS;337; ;JARDIM SÃO JOSÉ;5870010;SAO PAULO;SP;ccaaglaezinha@pontodeluz.ong.br;(11) 58327005; ; ;01/07/2013;-23.680.549.288.579.600;-4.677.187.961.333.400;2;1;5;8;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;NCI;0;1;0;0;0;0;0;0;0;0;1;NCI;1; ; ; ; ; ; ; ; ; ; ; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;6;0;0;0;0;0;1;0;1;1;1;0;0; ;2;1;1;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;0;180;6;5;4;1;1;1;0;1;1;1;1;0;0;1;0; ;1;1;1;1;1;1;1;1;0;1;0;1;0; ;1;60.981.073/0001-33;1;1;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;1;0;1;1;0; ;1;1;1;1;1;0;1;1;0;1;1;0;Intergeracional;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;6;0;0;0;0;0;1;0;1;1;1;0;0;2;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;0;2;2;12;1;2;7;3;2; ; ; ; ; ; ; ;12;12
355030;3550303408706;CENTRO DE CONVIVÊNCIA CEDESP NEUZA AVELINO;32;RUA TANAZEIRO;10; ;ERMELINO MATARAZZO;3813160;SAO PAULO;SP;cedesp.neuza.avelino@hotmail.com;(11) 22141918; ; ;06/07/2015;-23.492.000.731.566.400;-4.647.051.572.799.680;2;1;5;8;3;0;0;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;0;0;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;1;0;1;0;1;1;1;1;1;0;0;0; ;3;1;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;pessoas com deficiencias;0;0;0;0;0;0;1;0;0;120;2;5;4;0;1;1;0;0;1;0;1;0;1;1;1;Cidadania,Cabelereiro,Eventos e Ingles;1;1;1;1;0;1;1;1;0;1;1;1;0; ;1;68.478.791/0001-01;1;1;1;1;1;0;0;1;0;0; ;1;1;1;1;1;1;1;1;0;0; ;2;0;0;1;1;0; ;1;0;0;0;0;0;0;0;0;1;1;0;Depressao e ansiedade,gestao de tempo, planejamento de aula;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;1;0;1;0;1;1;1;1;1;0;0;0;3;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;2;2;11;1;3;3;8;3;1; ;1; ; ; ; ;14;14
